Rank	Name	RegType	Chrom	Start	End	Strand	ScorePerCodon	NumCodons	Bls	AntiScorePerCodon	ScoreDiff	Parent	SvmScore	SvmAntisenseScore
956	chr17:44191943-44192026+	NoOverlap	chr17	44191943	44192026	+	0.788317857143	28	0.9754	0.257075	0.531242857143	NA	0.144709674185	0.451585806858
957	chr17:27307770-27307859-	Extension	chr17	27307770	27307859	-	-0.16131	30	0.9761	-1.49248333333	1.33117333333	chr17:27307704-27307859-	0.144383351684	0.5141876453
958	chr17:48148682-48148735-	NoOverlap	chr17	48148682	48148735	-	3.05916666667	18	0.9996	-0.282655555556	3.34182222222	NA	0.143913171327	0.536495198316
959	chr17:78723354-78723401-	NoOverlap	chr17	78723354	78723401	-	9.1494625	16	0.8337	3.852925	5.2965375	NA	0.143885702354	0.603631109875
960	chr17:46771647-46771709-	NoOverlap	chr17	46771647	46771709	-	3.20043333333	21	0.3463	1.22721428571	1.97321904762	NA	0.143879369456	0.475675988845
961	chr17:7853821-7853895+	NoOverlap	chr17	7853821	7853895	+	4.428712	25	0.8543	1.092184	3.336528	NA	0.143718226998	0.578067289835
962	chr17:68019898-68019975+	NoOverlap	chr17	68019898	68019975	+	2.26924230769	26	0.93	-0.88795	3.15719230769	NA	0.14352336634	0.583275201794
963	chr17:28759437-28759517+	NoOverlap	chr17	28759437	28759517	+	-0.660651851852	27	0.9871	-5.61766666667	4.95701481481	NA	0.143487610279	0.692285063023
964	chr17:79838825-79839010+	Extension	chr17	79838825	79839010	+	0.904967741935	62	0.6534	0.0219629032258	0.88300483871	chr17:79838825-79839055+	0.14315764362	0.646515035328
965	chr17:81891937-81891969-	NoOverlap	chr17	81891937	81891969	-	9.41009090909	11	0.3523	3.04487272727	6.36521818182	NA	0.143143692704	0.620081956365
966	chr17:2174804-2174854+	NoOverlap	chr17	2174804	2174854	+	1.69896470588	17	1.0	-7.39304117647	9.09200588235	NA	0.143073218788	0.830745428953
967	chr17:6638352-6638378-	NoOverlap	chr17	6638352	6638378	-	11.2727666667	9	0.9372	3.93787777778	7.33488888889	NA	0.143053056017	0.641213757469
968	chr17:46771562-46771759+	NoOverlap	chr17	46771562	46771759	+	1.33497121212	66	0.3912	1.46323939394	-0.128268181818	NA	0.143036576454	0.602059959195
969	chr17:21666416-21666478+	NoOverlap	chr17	21666416	21666478	+	9.64302857143	21	0.3874	3.77569047619	5.86733809524	NA	0.143019549882	0.678602429668
970	chr17:29293039-29293128+	NoOverlap	chr17	29293039	29293128	+	4.19554666667	30	0.7525	1.33946333333	2.85608333333	NA	0.142881885336	0.582398036871
971	chr17:34156992-34157048+	NoOverlap	chr17	34156992	34157048	+	5.26635789474	19	0.865	-5.42295789474	10.6893157895	NA	0.142654636144	0.927636569832
972	chr17:68101756-68101812+	NoOverlap	chr17	68101756	68101812	+	1.84138947368	19	0.3404	-1.51496842105	3.35635789474	NA	0.142203984514	0.549600263285
973	chr17:36993473-36993544-	NoOverlap	chr17	36993473	36993544	-	2.36055	24	0.9688	1.42353333333	0.937016666667	NA	0.142170865937	0.43954403394
974	chr17:46192838-46193083-	NoOverlap	chr17	46192838	46193083	-	1.4339304878	82	0.5949	0.900279268293	0.533651219512	NA	0.142030094687	0.69185261127
975	chr17:59893795-59893899+	NoOverlap	chr17	59893795	59893899	+	-2.00643428571	35	0.9868	-2.7511	0.744665714286	NA	0.142006421465	0.521417164459
976	chr17:49788692-49788724-	NoOverlap	chr17	49788692	49788724	-	3.78351818182	11	0.9987	-9.67657272727	13.4600909091	NA	0.141679962991	0.953602634032
977	chr17:44199586-44199921+	NoOverlap	chr17	44199586	44199921	+	1.56203839286	112	0.4312	1.07158571429	0.490452678571	NA	0.141452452358	0.744469091178
978	chr17:2593568-2593693-	NoOverlap	chr17	2593568	2593693	-	0.823652380952	42	0.8044	0.94575	-0.122097619048	NA	0.14100125774	0.492212597191
979	chr17:64594060-64594134-	NoOverlap	chr17	64594060	64594134	-	1.3645	25	0.9792	-0.116804	1.481304	NA	0.140570521114	0.483750338013
980	chr17:78252544-78252579-	NoOverlap	chr17	78252544	78252579	-	12.0575166667	12	0.8673	8.71628333333	3.34123333333	NA	0.140534348154	0.426355322318
981	chr17:16492225-16492263+	NoOverlap	chr17	16492225	16492263	+	6.38002307692	13	0.3458	0.764261538462	5.61576153846	NA	0.140481863	0.614277097166
982	chr17:78673593-78673625-	NoOverlap	chr17	78673593	78673625	-	7.4015	11	0.3439	2.01120909091	5.39029090909	NA	0.140078728837	0.577501550044
983	chr17:68206333-68206383+	NoOverlap	chr17	68206333	68206383	+	5.79684705882	17	0.355	0.4607	5.33614705882	NA	0.139962348364	0.633684341747
984	chr17:50357043-50357120-	NoOverlap	chr17	50357043	50357120	-	1.44859615385	26	0.9586	-1.0107	2.45929615385	NA	0.139940577318	0.545822143566
985	chr17:28911305-28911343+	NoOverlap	chr17	28911305	28911343	+	5.47046153846	13	0.9973	0.901	4.56946153846	NA	0.139851589877	0.558300559824
986	chr17:57674733-57674768+	NoOverlap	chr17	57674733	57674768	+	5.970575	12	1.0	1.39051666667	4.58005833333	NA	0.139785564744	0.547855536727
987	chr17:47054296-47054325+	NoOverlap	chr17	47054296	47054325	+	19.08048	10	0.7266	-5.21227	24.29275	NA	0.139743865356	1.06956455369
988	chr17:7014842-7014934+	NoOverlap	chr17	7014842	7014934	+	1.60870322581	31	0.8632	-2.99408709677	4.60279032258	NA	0.139261832403	0.701473775069
989	chr17:2233730-2233801-	NoOverlap	chr17	2233730	2233801	-	1.67205416667	24	0.9844	0.726558333333	0.945495833333	NA	0.139257299983	0.445115680245
990	chr17:56593627-56593776+	NoOverlap	chr17	56593627	56593776	+	1.612012	50	0.671	0.106398	1.505614	NA	0.139155982937	0.624465633741
991	chr17:48571230-48571280+	NoOverlap	chr17	48571230	48571280	+	3.76478235294	17	1.0	1.56088235294	2.2039	NA	0.139155127711	0.459294727954
992	chr17:38477685-38477804-	NoOverlap	chr17	38477685	38477804	-	-0.4386775	40	0.8879	-1.005195	0.5665175	NA	0.13898987806	0.530407502685
993	chr17:50532703-50532732-	NoOverlap	chr17	50532703	50532732	-	8.22109	10	1.0	5.98185	2.23924	NA	0.138945250607	0.37622412293
994	chr17:76537591-76537755-	NoOverlap	chr17	76537591	76537755	-	1.57653090909	55	0.6226	-3.44470363636	5.02123454545	NA	0.138773415845	0.84663765368
995	chr17:49788748-49788807-	NoOverlap	chr17	49788748	49788807	-	1.221415	20	0.9835	-6.94826	8.169675	NA	0.138728752583	0.809470449783
996	chr17:77451449-77451502+	NoOverlap	chr17	77451449	77451502	+	7.28575555556	18	0.8353	0.358211111111	6.92754444444	NA	0.138572394936	0.728214916021
997	chr17:70169649-70169696-	NoOverlap	chr17	70169649	70169696	-	4.166725	16	0.9977	1.2618	2.904925	NA	0.138312558125	0.490786571382
998	chr17:8467980-8468039-	NoOverlap	chr17	8467980	8468039	-	3.070775	20	0.9757	-0.06991	3.140685	NA	0.13791500313	0.538492765995
999	chr17:48313233-48313286+	NoOverlap	chr17	48313233	48313286	+	2.76525	18	0.998	-1.23197777778	3.99722777778	NA	0.137895014179	0.575545990351
1000	chr17:49192525-49192596+	NoOverlap	chr17	49192525	49192596	+	2.1059625	24	0.989	3.40701666667	-1.30105416667	NA	0.137787930696	0.316967092679
1001	chr17:46192836-46193048+	NoOverlap	chr17	46192836	46193048	+	1.34380704225	71	0.6173	1.07362112676	0.270185915493	NA	0.137742223396	0.643420912296
1002	chr17:48593950-48594006+	NoOverlap	chr17	48593950	48594006	+	2.75693157895	19	0.9714	-3.5999	6.35683157895	NA	0.137543818852	0.714824141269
1003	chr17:47682416-47682496+	NoOverlap	chr17	47682416	47682496	+	0.633277777778	27	0.9798	-0.393914814815	1.02719259259	NA	0.136965383292	0.474700737078
1004	chr17:75405750-75405782-	NoOverlap	chr17	75405750	75405782	-	9.20788181818	11	0.845	-13.0329727273	22.2408545455	NA	0.13636891176	1.05497278923
1005	chr17:45021000-45021050+	NoOverlap	chr17	45021000	45021050	+	2.90608235294	17	0.9911	-3.1782	6.08428235294	NA	0.136077119691	0.684739252841
1006	chr17:28951100-28951204+	NoOverlap	chr17	28951100	28951204	+	1.25085428571	35	0.8628	0.35522	0.895634285714	NA	0.135639597721	0.509726305405
1007	chr17:2939921-2939968+	NoOverlap	chr17	2939921	2939968	+	3.91283125	16	0.9554	-6.01129375	9.924125	NA	0.13561831699	0.868317061258
1008	chr17:36792055-36792120+	NoOverlap	chr17	36792055	36792120	+	2.33722272727	22	0.959	-2.25521818182	4.59244090909	NA	0.135571604537	0.639190744704
1009	chr17:33751157-33751201+	NoOverlap	chr17	33751157	33751201	+	4.37004	15	0.9779	-2.55725333333	6.92729333333	NA	0.135433037381	0.712675004188
1010	chr17:48626534-48626623-	NoOverlap	chr17	48626534	48626623	-	-0.12433	30	0.9513	-3.57714666667	3.45281666667	NA	0.135425172456	0.631765334755
1011	chr17:43778377-43778415+	NoOverlap	chr17	43778377	43778415	+	5.52426153846	13	0.985	-0.5184	6.04266153846	NA	0.135402603076	0.643261686757
1012	chr17:76541045-76541080-	NoOverlap	chr17	76541045	76541080	-	5.568525	12	0.9846	-2.46865	8.037175	NA	0.135257111932	0.743607173806
1013	chr17:48593709-48593798+	NoOverlap	chr17	48593709	48593798	+	-1.00160333333	30	1.0	-1.12802	0.126416666667	NA	0.13515548938	0.454426461382
1014	chr17:7019304-7019375-	NoOverlap	chr17	7019304	7019375	-	1.44525416667	24	0.9788	-0.644204166667	2.08945833333	NA	0.134827627892	0.511902242959
1015	chr17:57256357-57256689-	NoOverlap	chr17	57256357	57256689	-	1.00952702703	111	0.4366	0.523403603604	0.486123423423	NA	0.134742024752	0.743502338903
1016	chr17:65345658-65345684-	NoOverlap	chr17	65345658	65345684	-	7.95352222222	9	0.9637	-3.73488888889	11.6884111111	NA	0.134721871201	0.880393353729
1017	chr17:61534652-61534717+	NoOverlap	chr17	61534652	61534717	+	1.74550454545	22	1.0	0.967209090909	0.778295454545	NA	0.134637842102	0.423369597608
1018	chr17:38751780-38751806-	NoOverlap	chr17	38751780	38751806	-	5.51512222222	9	1.0	-6.32155555556	11.8366777778	NA	0.134625725827	0.889243207862
1019	chr17:45031903-45031950-	NoOverlap	chr17	45031903	45031950	-	3.80231875	16	0.9977	0.11995	3.68236875	NA	0.134152404418	0.538355951535
1020	chr17:75784767-75784805-	NoOverlap	chr17	75784767	75784805	-	5.13490769231	13	0.9875	-1.57687692308	6.71178461538	NA	0.134037137453	0.6823141974
1021	chr17:48854863-48854916+	NoOverlap	chr17	48854863	48854916	+	4.49378333333	18	0.937	-2.0442	6.53798333333	NA	0.13394992634	0.715251747154
1022	chr17:48996032-48996085-	NoOverlap	chr17	48996032	48996085	-	8.0692	18	0.7871	1.80127222222	6.26792777778	NA	0.133944927293	0.68594292148
1023	chr17:7889227-7889298+	NoOverlap	chr17	7889227	7889298	+	0.832829166667	24	0.9995	-0.2811375	1.11396666667	NA	0.133759620919	0.460504650746
1024	chr17:49013577-49013648+	NoOverlap	chr17	49013577	49013648	+	3.340575	24	0.9189	0.857804166667	2.48277083333	NA	0.133594707037	0.524786655254
1025	chr17:73775288-73775335-	NoOverlap	chr17	73775288	73775335	-	5.1063375	16	0.9702	1.4674375	3.6389	NA	0.133529895553	0.528385882925
1026	chr17:76027200-76027229+	Extension	chr17	76027200	76027229	+	12.12816	10	0.9234	9.65788	2.47028	chr17:76027194-76027229+	0.13349055265	0.355627389162
1027	chr17:38038469-38038570-	NoOverlap	chr17	38038469	38038570	-	2.73695588235	34	0.3807	-0.541173529412	3.27812941176	NA	0.133473275073	0.639820562385
1028	chr17:15860980-15861009+	NoOverlap	chr17	15860980	15861009	+	11.63069	10	0.8572	-2.63101	14.2617	NA	0.133269734576	0.965527540751
1029	chr17:27622032-27622061+	NoOverlap	chr17	27622032	27622061	+	6.86774	10	0.9563	-6.59949	13.46723	NA	0.13323695302	0.955097835881
1030	chr17:44219418-44219624-	NoOverlap	chr17	44219418	44219624	-	1.87483333333	69	0.4057	1.27057246377	0.604260869565	NA	0.133175442462	0.649731585832
1031	chr17:40074412-40074468-	NoOverlap	chr17	40074412	40074468	-	4.15318421053	19	0.9804	4.12047894737	0.0327052631579	NA	0.133156350627	0.343644432152
1032	chr17:30641405-30641440+	NoOverlap	chr17	30641405	30641440	+	5.17028333333	12	0.3574	-5.3079	10.4781833333	NA	0.133149874808	0.860606768775
1033	chr17:8226233-8226301-	NoOverlap	chr17	8226233	8226301	-	1.01069565217	23	0.9973	-1.1085173913	2.11921304348	NA	0.133111090741	0.509589177137
1034	chr17:32486939-32486974-	NoOverlap	chr17	32486939	32486974	-	4.53131666667	12	0.338	1.80455833333	2.72675833333	NA	0.133030347998	0.450144515576
1035	chr17:57988112-57988282-	Extension	chr17	57988112	57988282	-	1.5804	57	0.6405	0.681515789474	0.898884210526	chr17:57988094-57988282-	0.133021760103	0.620941208224
1036	chr17:29294282-29294338-	NoOverlap	chr17	29294282	29294338	-	2.96125263158	19	0.9931	0.887652631579	2.0736	NA	0.132825292078	0.470192140069
1037	chr17:78879766-78879792+	NoOverlap	chr17	78879766	78879792	+	10.0900666667	9	0.9199	-2.85131111111	12.9413777778	NA	0.132749545057	0.919964236852
1038	chr17:5598626-5598652-	NoOverlap	chr17	5598626	5598652	-	8.15638888889	9	0.9854	1.34256666667	6.81382222222	NA	0.13268203327	0.636572414555
1039	chr17:39410507-39410590+	NoOverlap	chr17	39410507	39410590	+	-0.457725	28	1.0	-0.793646428571	0.335921428571	NA	0.132675924694	0.450255536221
1040	chr17:64506323-64506349-	NoOverlap	chr17	64506323	64506349	-	8.1804	9	0.9908	2.44608888889	5.73431111111	NA	0.132616131111	0.574187626212
1041	chr17:32444456-32444488-	NoOverlap	chr17	32444456	32444488	-	8.06016363636	11	0.9637	2.19951818182	5.86064545455	NA	0.13247682219	0.600475910418
1042	chr17:40330416-40330448-	NoOverlap	chr17	40330416	40330448	-	5.11873636364	11	0.9993	-3.50181818182	8.62055454545	NA	0.132378921132	0.76554134082
1043	chr17:7017916-7017999-	NoOverlap	chr17	7017916	7017999	-	-0.400257142857	28	0.9901	-1.92744285714	1.52718571429	NA	0.132366417299	0.514378350321
1044	chr17:35587371-35587409-	NoOverlap	chr17	35587371	35587409	-	4.84926923077	13	0.9179	-13.4035307692	18.2528	NA	0.132315618418	1.05336808386
1045	chr17:62524223-62524303+	NoOverlap	chr17	62524223	62524303	+	0.225066666667	27	0.9984	0.824207407407	-0.599140740741	NA	0.132271298006	0.389009136031
1046	chr17:70906947-70906997+	NoOverlap	chr17	70906947	70906997	+	3.41213529412	17	0.9885	-1.08437647059	4.49651176471	NA	0.132089442564	0.594535080024
1047	chr17:57674933-57675022+	NoOverlap	chr17	57674933	57675022	+	-0.992333333333	30	1.0	-0.789666666667	-0.202666666667	NA	0.131959877959	0.437074700883
1048	chr17:46732902-46732931-	NoOverlap	chr17	46732902	46732931	-	7.33736	10	0.9986	3.03659	4.30077	NA	0.131905011007	0.50519371599
1049	chr17:2266163-2266219+	NoOverlap	chr17	2266163	2266219	+	2.79991578947	19	0.9779	-1.97982105263	4.77973684211	NA	0.131882326858	0.627295037872
1050	chr17:7461332-7461364+	NoOverlap	chr17	7461332	7461364	+	6.32805454545	11	0.9909	-0.110281818182	6.43833636364	NA	0.131768250821	0.644729962069
1051	chr17:48192596-48192649+	NoOverlap	chr17	48192596	48192649	+	3.44446111111	18	0.9959	1.90180555556	1.54265555556	NA	0.131616628868	0.429750542313
1052	chr17:47695065-47695115+	NoOverlap	chr17	47695065	47695115	+	4.91825882353	17	0.963	1.6704	3.24785882353	NA	0.131560468622	0.513481324702
1053	chr17:46753955-46753993-	NoOverlap	chr17	46753955	46753993	-	5.01507692308	13	0.9976	-0.1152	5.13027692308	NA	0.13148227981	0.593410320368
1054	chr17:2796252-2796278-	NoOverlap	chr17	2796252	2796278	-	9.26605555556	9	0.9859	5.83592222222	3.43013333333	NA	0.131399883633	0.428614221832
1055	chr17:8222852-8222908+	NoOverlap	chr17	8222852	8222908	+	1.48433684211	19	1.0	-4.19786842105	5.68220526316	NA	0.131321923334	0.678377348031
1056	chr17:48173736-48173789-	NoOverlap	chr17	48173736	48173789	-	2.47475	18	0.9993	-1.65496666667	4.12971666667	NA	0.131235658287	0.5841262741
1057	chr17:49997074-49997163-	NoOverlap	chr17	49997074	49997163	-	0.611173333333	30	0.9543	0.470786666667	0.140386666667	NA	0.131110846377	0.442454131149
1058	chr17:38359048-38359092-	NoOverlap	chr17	38359048	38359092	-	4.65736	15	0.9917	1.24024666667	3.41711333333	NA	0.131108692346	0.510656147518
1059	chr17:57406826-57406852+	NoOverlap	chr17	57406826	57406852	+	7.26124444444	9	0.9993	0.652422222222	6.60882222222	NA	0.130978730494	0.631113968568
1060	chr17:46193271-46193504-	NoOverlap	chr17	46193271	46193504	-	0.110997435897	78	0.3998	-0.490106410256	0.601103846154	NA	0.130563248663	0.692945773882
1061	chr17:37138761-37138823+	NoOverlap	chr17	37138761	37138823	+	1.58341904762	21	1.0	-0.771095238095	2.35451428571	NA	0.130475307761	0.507268279981
1062	chr17:46419559-46419585-	NoOverlap	chr17	46419559	46419585	-	7.52245555556	9	0.3537	-0.409444444444	7.9319	NA	0.130353540897	0.702613464251
1063	chr17:81636814-81636861+	NoOverlap	chr17	81636814	81636861	+	4.51346875	16	0.3537	0.31003125	4.2034375	NA	0.13018602843	0.565163056728
1064	chr17:1628953-1628988+	NoOverlap	chr17	1628953	1628988	+	6.064525	12	0.9849	0.099225	5.9653	NA	0.130179207197	0.627790868074
1065	chr17:38607380-38607421-	NoOverlap	chr17	38607380	38607421	-	5.00466428571	14	0.9806	-0.870842857143	5.87550714286	NA	0.129856605353	0.644198721467
1066	chr17:30731779-30731883-	Extension	chr17	30731779	30731883	-	1.70042285714	35	0.8163	0.145185714286	1.55523714286	chr17:30731779-30731964-	0.129355854994	0.54614304877
1067	chr17:42017421-42017471-	NoOverlap	chr17	42017421	42017471	-	4.04709411765	17	0.9842	1.24324705882	2.80384705882	NA	0.129031420074	0.492547195676
1068	chr17:38605574-38605747+	NoOverlap	chr17	38605574	38605747	+	1.03282413793	58	0.6523	0.653637931034	0.379186206897	NA	0.128945159158	0.599572628951
1069	chr17:44066574-44066669-	NoOverlap	chr17	44066574	44066669	-	1.97830625	32	0.8618	0.963434375	1.014871875	NA	0.12886468182	0.494388371415
1070	chr17:3862102-3862149+	NoOverlap	chr17	3862102	3862149	+	4.8941375	16	0.9783	2.20346875	2.69066875	NA	0.128833691426	0.473295076357
1071	chr17:2023813-2023857+	NoOverlap	chr17	2023813	2023857	+	4.27793333333	15	0.9856	-1.09363333333	5.37156666667	NA	0.128564715607	0.626270030773
1072	chr17:7842669-7842713-	NoOverlap	chr17	7842669	7842713	-	7.07512	15	0.9381	4.01264	3.06248	NA	0.128521228047	0.472773381426
1073	chr17:48593683-48593754-	Extension	chr17	48593683	48593754	-	0.576554166667	24	1.0	-0.8324125	1.40896666667	chr17:48593122-48593754-	0.128391393323	0.478519394247
1074	chr17:9206336-9206365-	NoOverlap	chr17	9206336	9206365	-	6.31652	10	0.9722	-5.43447	11.75099	NA	0.128137813745	0.895063182938
1075	chr17:49574673-49574711+	NoOverlap	chr17	49574673	49574711	+	4.89436923077	13	0.987	-2.09301538462	6.98738461538	NA	0.128114565035	0.698142353264
1076	chr17:8154426-8154470-	NoOverlap	chr17	8154426	8154470	-	3.93495333333	15	0.9992	-0.25676	4.19171333333	NA	0.127952659048	0.559916182378
1077	chr17:7705035-7705103-	NoOverlap	chr17	7705035	7705103	-	2.89739565217	23	0.9197	-2.16560869565	5.06300434783	NA	0.127921177896	0.672233304342
1078	chr17:41160095-41160139-	NoOverlap	chr17	41160095	41160139	-	11.6814933333	15	0.6528	0.265826666667	11.4156666667	NA	0.127804136067	0.905369503175
1079	chr17:39563573-39563659-	NoOverlap	chr17	39563573	39563659	-	-0.63965862069	29	0.9899	-1.42344827586	0.783789655172	NA	0.127745736331	0.48127051504
1080	chr17:76353704-76353742+	NoOverlap	chr17	76353704	76353742	+	11.0714615385	13	0.7804	1.72478461538	9.34667692308	NA	0.127102938301	0.792940986095
1081	chr17:70169331-70169360-	NoOverlap	chr17	70169331	70169360	-	11.65296	10	0.8753	1.79252	9.86044	NA	0.12697790563	0.78470428901
1082	chr17:46192579-46192656+	NoOverlap	chr17	46192579	46192656	+	1.96293846154	26	0.9179	-2.06345384615	4.02639230769	NA	0.126410237356	0.635014236915
1083	chr17:74823269-74823304+	NoOverlap	chr17	74823269	74823304	+	7.96589166667	12	0.9206	-1.65001666667	9.61590833333	NA	0.126244815681	0.815201537937
1084	chr17:56588411-56588458+	NoOverlap	chr17	56588411	56588458	+	4.64416875	16	0.974	0.7324125	3.91175625	NA	0.126232665593	0.547270404885
1085	chr17:39410303-39410383+	NoOverlap	chr17	39410303	39410383	+	-0.45342962963	27	1.0	-1.36946296296	0.916033333333	NA	0.126231390247	0.475672159891
1086	chr17:72631738-72631788-	NoOverlap	chr17	72631738	72631788	-	4.56417058824	17	0.9589	0.0540470588235	4.51012352941	NA	0.126184018094	0.590518587937
1087	chr17:44219419-44219622+	NoOverlap	chr17	44219419	44219622	+	1.76946470588	68	0.4096	1.77963235294	-0.0101676470588	NA	0.125903320986	0.612378061253
1088	chr17:35809493-35809519-	NoOverlap	chr17	35809493	35809519	-	8.99803333333	9	0.9603	0.813222222222	8.18481111111	NA	0.125855651515	0.706807331537
1089	chr17:29593331-29593621+	Extension	chr17	29593331	29593621	+	0.658886597938	97	0.4179	0.79275257732	-0.133865979381	chr17:29593331-29593738+	0.125771747029	0.702886445429
